*********************************************
*   Spectrum of j=11 model in the format:
* 
*   R-charge    Energy  Spin
* 
*   for R < 0 and j_z = 0.  The energy is in
*   units of the coupling.
* 
*   (Other sectors can be gotten from 
*   charge conjugation and SO(3) symmetry.)
*********************************************


-23/6	23/3	0
-5/2	3.9133753630649153	23
-5/2	3.6666666666715173	23
-5/2	3.6666666666715173	23
-5/2	5.614184338985069	22
-5/2	5.178039441991132	22
-5/2	4.747926628770074	22
-5/2	4.267549731999679	22
-5/2	4.017423341354515	22
-5/2	3.8547232416640327	22
-5/2	3.6666666666787933	22
-5/2	3.6666666666642413	22
-5/2	3.6666666666642413	22
-5/2	3.6666666666587844	22
-5/2	5.052381387173227	21
-5/2	4.620964530866331	21
-5/2	4.2687671912335645	21
-5/2	4.225407541502136	21
-5/2	3.897077719462686	21
-5/2	3.6666666666569654	21
-5/2	3.6666666666551464	21
-5/2	3.6666666666533274	21
-5/2	5.705412803121362	20
-5/2	5.291372055762622	20
-5/2	4.764782215428568	20
-5/2	4.494525205962418	20
-5/2	4.129946631233906	20
-5/2	3.9945032167161116	20
-5/2	3.8148267165724974	20
-5/2	3.6666666666787933	20
-5/2	3.6666666666696983	20
-5/2	3.6666666666660603	20
-5/2	3.6666666666606034	20
-5/2	3.6666666666551464	20
-5/2	5.476790401203289	19
-5/2	5.001145025125879	19
-5/2	4.565829076372211	19
-5/2	4.368812597826036	19
-5/2	4.00705449133693	19
-5/2	3.88983283671314	19
-5/2	3.6666666666715173	19
-5/2	3.666666666670608	19
-5/2	3.6666666666624224	19
-5/2	3.6666666666587844	19
-5/2	5.788978009251878	18
-5/2	5.054567073462749	18
-5/2	4.772549066687134	18
-5/2	4.489192959946195	18
-5/2	4.412423464370477	18
-5/2	4.386129623866509	18
-5/2	3.99956383575136	18
-5/2	3.8916564766877855	18
-5/2	3.666666666668789	18
-5/2	3.66666666666697	18
-5/2	3.66666666666697	18
-5/2	3.666666666665151	18
-5/2	3.666666666663332	18
-5/2	5.541495296650282	17
-5/2	5.261455059900072	17
-5/2	4.7935796932715675	17
-5/2	4.333464656376236	17
-5/2	4.184308794272511	17
-5/2	4.110399383152981	17
-5/2	3.8240586196816366	17
-5/2	3.666666666670608	17
-5/2	3.6666666666678793	17
-5/2	3.66666666666697	17
-5/2	3.666666666663332	17
-5/2	5.878405824230867	16
-5/2	5.112446822796301	16
-5/2	4.84047798588108	16
-5/2	4.7544362588269	16
-5/2	4.5887017406330415	16
-5/2	4.433835147802711	16
-5/2	4.117119136253677	16
-5/2	3.945240091843516	16
-5/2	3.830359291646346	16
-5/2	3.666666666668789	16
-5/2	3.6666666666678793	16
-5/2	3.66666666666697	16
-5/2	3.666666666665151	16
-5/2	3.666666666661513	16
-5/2	5.572627983263374	15
-5/2	4.914265399681426	15
-5/2	4.636237123940191	15
-5/2	4.494085810645629	15
-5/2	4.2821465706529125	15
-5/2	4.143647176868399	15
-5/2	3.893498658795579	15
-5/2	3.7553733729209853	15
-5/2	3.6666666666678793	15
-5/2	3.6666666666678793	15
-5/2	3.666666666665151	15
-5/2	6.08662485779405	14
-5/2	5.481995645188363	14
-5/2	5.214546407529269	14
-5/2	4.90094959131784	14
-5/2	4.73926430078609	14
-5/2	4.525225445509932	14
-5/2	4.369873228713914	14
-5/2	4.196357634459673	14
-5/2	4.013679349679478	14
-5/2	3.9074293545982073	14
-5/2	3.666666666668789	14
-5/2	3.6666666666678793	14
-5/2	3.6666666666660603	14
-5/2	3.666666666665151	14
-5/2	3.6666666666642413	14
-5/2	5.596739540958424	13
-5/2	5.264706714432123	13
-5/2	5.115371885533932	13
-5/2	4.48580856583385	13
-5/2	4.349888962071418	13
-5/2	4.185858691900194	13
-5/2	4.137088210996808	13
-5/2	3.8073671066576935	13
-5/2	3.703373705483955	13
-5/2	3.66666666666697	13
-5/2	3.6666666666642413	13
-5/2	5.799935935247504	12
-5/2	5.509394705388786	12
-5/2	5.171812196455903	12
-5/2	4.906561729308578	12
-5/2	4.485303324288907	12
-5/2	4.441521717358228	12
-5/2	4.310026364737951	12
-5/2	4.118402454243551	12
-5/2	4.064146624722525	12
-5/2	3.8351251065091674	12
-5/2	3.666666666668334	12
-5/2	3.6666666666674246	12
-5/2	3.66666666666697	12
-5/2	3.666666666665151	12
-5/2	6.66666666666697	11
-5/2	5.593189910816363	11
-5/2	4.992246957397583	11
-5/2	4.813806205935634	11
-5/2	4.666499949782974	11
-5/2	4.2225975520345855	11
-5/2	4.206185314355935	11
-5/2	3.9491314810911717	11
-5/2	3.845463093826311	11
-5/2	3.66666666666697	11
-5/2	3.666666666666515	11
-5/2	5.8273304464369176	10
-5/2	5.615617607646527	10
-5/2	5.545211209727768	10
-5/2	5.012782893928488	10
-5/2	4.582696076571665	10
-5/2	4.488966187789629	10
-5/2	4.139758655332571	10
-5/2	4.129315332349961	10
-5/2	3.843049863660326	10
-5/2	3.8229039885391103	10
-5/2	3.666666666668334	10
-5/2	3.6666666666674246	10
-5/2	3.6666666666660603	10
-5/2	3.6666666666624224	10
-5/2	5.685958989293113	9
-5/2	5.151041234410741	9
-5/2	4.743293981216084	9
-5/2	4.508026194775539	9
-5/2	4.372186740413099	9
-5/2	3.9904152048932247	9
-5/2	3.9060882846404184	9
-5/2	3.7976231739939976	9
-5/2	3.666666666663332	9
-5/2	6.435663245677233	8
-5/2	5.528783557746692	8
-5/2	5.109133172632028	8
-5/2	4.716842406818614	8
-5/2	4.418442755025126	8
-5/2	4.265874356988206	8
-5/2	4.090531771652195	8
-5/2	3.928900620241393	8
-5/2	3.805716320941201	8
-5/2	3.6666666666685614	8
-5/2	3.666666666667197	8
-5/2	3.666666666665378	8
-5/2	3.666666666664014	8
-5/2	5.520200975177659	7
-5/2	5.296365990019922	7
-5/2	4.905570129621083	7
-5/2	4.271795186673671	7
-5/2	4.066757891573161	7
-5/2	3.8152834093871206	7
-5/2	3.666666666669471	7
-5/2	3.666666666667652	7
-5/2	6.414105282626906	6
-5/2	5.150989136907015	6
-5/2	4.789998280527129	6
-5/2	4.635085073644859	6
-5/2	4.500302881539142	6
-5/2	4.2403099994998	6
-5/2	3.89450032574382	6
-5/2	3.6666666666689025	6
-5/2	3.666666666668789	6
-5/2	3.6666666666684478	6
-5/2	3.6666666666674246	6
-5/2	5.674036159465231	5
-5/2	5.109568185643525	5
-5/2	4.3422106876295175	5
-5/2	4.154566120365075	5
-5/2	3.66666666666697	5
-5/2	3.666666666665037	5
-5/2	5.758158588570893	4
-5/2	5.407543895603965	4
-5/2	4.5223911706818285	4
-5/2	4.300486460381364	4
-5/2	4.206286082524798	4
-5/2	3.6666666666657193	4
-5/2	3.666666666663218	4
-5/2	3.6666666666627066	4
-5/2	3.666666666662195	4
-5/2	4.737032527349044	3
-5/2	3.8331468142295932	3
-5/2	3.666666666668874	3
-5/2	6.418129270774472	2
-5/2	4.926990007417203	2
-5/2	4.507089385845447	2
-5/2	3.6666666666712047	2
-5/2	3.6666666666670693	2
-5/2	3.666666666663147	2
-5/2	3.6666666666612002	2
-5/2	4.796428222964096	0
-5/2	3.666666666673166	0
-5/2	3.6666666666654053	0
-13/6	2.6666666666715173	45
-13/6	2.6666666666351375	43
-13/6	2.6666666666569654	42
-13/6	3.540563589151134	41
-13/6	2.666666666686069	41
-13/6	3.1650723025086336	40
-13/6	2.666666666686069	40
-13/6	3.376569957312313	39
-13/6	2.880069695176644	39
-13/6	2.6666666666424135	39
-13/6	3.3626716263788694	38
-13/6	3.297906777657772	38
-13/6	2.851477319269179	38
-13/6	3.8668513004886336	37
-13/6	3.1849846251207055	37
-13/6	2.8604440046874515	37
-13/6	2.8476014192165167	37
-13/6	2.6666666666642413	37
-13/6	3.8653410380538844	36
-13/6	3.275922012726369	36
-13/6	3.1561376570243738	36
-13/6	2.8957192642556038	36
-13/6	2.68968102380677	36
-13/6	3.8413464603800094	35
-13/6	3.6748511453115498	35
-13/6	3.33419727693763	35
-13/6	3.0304823246988235	35
-13/6	2.8092027007078286	35
-13/6	2.7162862268196477	35
-13/6	2.6676682279685338	35
-13/6	4.0430590805954125	34
-13/6	3.658206975527719	34
-13/6	3.5157029166803113	34
-13/6	3.2530922059777367	34
-13/6	2.9485984461571206	34
-13/6	2.8732075140578672	34
-13/6	2.702558301789395	34
-13/6	4.510592308593914	33
-13/6	4.093804569220083	33
-13/6	3.667730238481454	33
-13/6	3.5483751321517047	33
-13/6	3.3805898452119436	33
-13/6	3.10289127177748	33
-13/6	2.9785241496028902	33
-13/6	2.840271093118645	33
-13/6	2.727561785704893	33
-13/6	2.6668923431279836	33
-13/6	4.411731617030455	32
-13/6	3.9670968204227393	32
-13/6	3.8768968363074237	32
-13/6	3.517606956873351	32
-13/6	3.402595657011261	32
-13/6	3.0596639472460083	32
-13/6	2.8819959420725354	32
-13/6	2.8594870648848882	32
-13/6	2.7884352702058095	32
-13/6	2.6673300529546395	32
-13/6	4.571568972027308	31
-13/6	4.345170981956471	31
-13/6	3.891460335424199	31
-13/6	3.7736931611543696	31
-13/6	3.560242614308663	31
-13/6	3.24968805631579	31
-13/6	3.18619031579874	31
-13/6	3.0149236219513114	31
-13/6	2.9383100053019007	31
-13/6	2.838962923415238	31
-13/6	2.806494506086892	31
-13/6	2.7334559134942538	31
-13/6	2.669016794021445	31
-13/6	4.514411156742426	30
-13/6	4.20202600189441	30
-13/6	4.142901539977174	30
-13/6	3.9429651286300214	30
-13/6	3.584333570943272	30
-13/6	3.4321131196447823	30
-13/6	3.3991541278337536	30
-13/6	3.2524423980394204	30
-13/6	3.155380977783352	30
-13/6	2.9721852536167717	30
-13/6	2.902931350232393	30
-13/6	2.761797006827692	30
-13/6	2.704632474713435	30
-13/6	2.6765292279778805	30
-13/6	4.746670140342758	29
-13/6	4.256811969618866	29
-13/6	4.197712067714747	29
-13/6	4.0827305755337875	29
-13/6	3.8076254255392996	29
-13/6	3.667512201183854	29
-13/6	3.5545004594423517	29
-13/6	3.3548274107524776	29
-13/6	3.314243557761074	29
-13/6	3.1798571177350823	29
-13/6	3.1217766016670794	29
-13/6	2.99110746074075	29
-13/6	2.8681432082667015	29
-13/6	2.7857029814440466	29
-13/6	2.741091724637954	29
-13/6	2.686244285916473	29
-13/6	2.6667212524735078	29
-13/6	4.624882756044826	28
-13/6	4.448146216345776	28
-13/6	4.3264844375808025	28
-13/6	4.1113840020098	28
-13/6	3.8868964747307473	28
-13/6	3.7439848815592995	28
-13/6	3.57544709440117	28
-13/6	3.488255075617417	28
-13/6	3.347346756438128	28
-13/6	3.277491311009726	28
-13/6	3.131723630862325	28
-13/6	3.051134693863787	28
-13/6	2.9125655376774375	28
-13/6	2.8470093475916656	28
-13/6	2.8199616422934923	28
-13/6	2.7696545746966876	28
-13/6	2.6985757889069646	28
-13/6	2.6669720654390403	28
-13/6	4.9607442338747205	27
-13/6	4.649898749292333	27
-13/6	4.440333861215549	27
-13/6	4.130441436827823	27
-13/6	3.985099405499568	27
-13/6	3.866035508139248	27
-13/6	3.7319386959425174	27
-13/6	3.6570644954645104	27
-13/6	3.521609874245769	27
-13/6	3.4717482797004777	27
-13/6	3.3150028839936567	27
-13/6	3.2789877461545984	27
-13/6	3.157189683914112	27
-13/6	3.1211206090792984	27
-13/6	2.9958521486259997	27
-13/6	2.927446852732828	27
-13/6	2.847435819114253	27
-13/6	2.813478958856649	27
-13/6	2.7095665029446536	27
-13/6	2.6922948392857506	27
-13/6	2.683111822714636	27
-13/6	2.6666666666696983	27
-13/6	5.0590406047449505	26
-13/6	4.845057347167312	26
-13/6	4.291795499311775	26
-13/6	4.196088730059273	26
-13/6	4.105322555298699	26
-13/6	4.029100324098181	26
-13/6	3.8106202388953534	26
-13/6	3.699134906035397	26
-13/6	3.553772607783685	26
-13/6	3.464808740571243	26
-13/6	3.354048926565156	26
-13/6	3.2836907703804172	26
-13/6	3.234710560514941	26
-13/6	3.1579532667565218	26
-13/6	3.0484592817538214	26
-13/6	2.9933142917107034	26
-13/6	2.884070058198631	26
-13/6	2.813702964956974	26
-13/6	2.7886625401952188	26
-13/6	2.7221099459802645	26
-13/6	2.68747912134495	26
-13/6	2.667956380515534	26
-13/6	5.391209823688769	25
-13/6	4.849300404890528	25
-13/6	4.620451732867878	25
-13/6	4.423390350913905	25
-13/6	4.41763468507088	25
-13/6	4.068961612840212	25
-13/6	3.996741371920507	25
-13/6	3.899167552812287	25
-13/6	3.8272839528217446	25
-13/6	3.6763421236391878	25
-13/6	3.635135250106032	25
-13/6	3.5049828639148473	25
-13/6	3.4343533372211823	25
-13/6	3.3683854115424765	25
-13/6	3.3545421047892887	25
-13/6	3.2731325768181705	25
-13/6	3.1197387515057926	25
-13/6	3.0055054419899534	25
-13/6	2.948070999698757	25
-13/6	2.8791930240495276	25
-13/6	2.8477402722237457	25
-13/6	2.8223504500911076	25
-13/6	2.7603236050181295	25
-13/6	2.726440604277741	25
-13/6	2.6942611910362757	25
-13/6	2.6668449996177515	25
-13/6	2.6666666666624224	25
-13/6	5.386545767809366	24
-13/6	4.882214896848382	24
-13/6	4.622002260259251	24
-13/6	4.528714068841509	24
-13/6	4.464571402191723	24
-13/6	4.144538273603757	24
-13/6	4.026930919451843	24
-13/6	3.9910679859731317	24
-13/6	3.8016188057790714	24
-13/6	3.748805649809583	24
-13/6	3.6584359339030925	24
-13/6	3.634638774798077	24
-13/6	3.4364198454240977	24
-13/6	3.3166147227675538	24
-13/6	3.296227784732764	24
-13/6	3.245799742406234	24
-13/6	3.217962867447568	24
-13/6	3.1144726849906874	24
-13/6	3.0561650667877984	24
-13/6	3.033825572761998	24
-13/6	2.896147027520783	24
-13/6	2.8527802695825812	24
-13/6	2.768756170360575	24
-13/6	2.7425965567163075	24
-13/6	2.7078221919127827	24
-13/6	2.6924504978778714	24
-13/6	2.6765295572313335	24
-13/6	5.020113476091865	23
-13/6	4.9484246697556955	23
-13/6	4.629519996326053	23
-13/6	4.552588758162528	23
-13/6	4.409904450294562	23
-13/6	4.307124175753415	23
-13/6	4.197433473134879	23
-13/6	4.073080746298729	23
-13/6	3.981929130786739	23
-13/6	3.871656124796573	23
-13/6	3.75973538634571	23
-13/6	3.620798848573031	23
-13/6	3.5636800204301835	23
-13/6	3.539863212936325	23
-13/6	3.46507578341334	23
-13/6	3.3658287540019955	23
-13/6	3.2919696970548102	23
-13/6	3.2095668627862324	23
-13/6	3.1870402401891624	23
-13/6	3.145956141368515	23
-13/6	3.1197909716083814	23
-13/6	3.044436401976782	23
-13/6	2.9778431689192075	23
-13/6	2.9272402681854146	23
-13/6	2.8590371410573425	23
-13/6	2.8289629475129914	23
-13/6	2.8169583779435925	23
-13/6	2.742296621485366	23
-13/6	2.7292889391610515	23
-13/6	2.674889219482793	23
-13/6	2.6696561761891644	23
-13/6	5.306186096589954	22
-13/6	5.027591323016168	22
-13/6	4.815253991240752	22
-13/6	4.6823165556561435	22
-13/6	4.400507070027743	22
-13/6	4.348654922187052	22
-13/6	4.178270030288331	22
-13/6	4.084938979263825	22
-13/6	4.019467710972094	22
-13/6	3.9225648452375026	22
-13/6	3.8201317496113916	22
-13/6	3.7805311541142146	22
-13/6	3.68120301151248	22
-13/6	3.5381251080762013	22
-13/6	3.5088791103589756	22
-13/6	3.444064206414623	22
-13/6	3.3565293809788272	22
-13/6	3.341857616633206	22
-13/6	3.3113279092704033	22
-13/6	3.2878978379758337	22
-13/6	3.1891563077497267	22
-13/6	3.1262351807054074	22
-13/6	3.0304002845095965	22
-13/6	2.943038683159102	22
-13/6	2.889420147448618	22
-13/6	2.838487747563704	22
-13/6	2.80166299154007	22
-13/6	2.7463189313712064	22
-13/6	2.73284370059082	22
-13/6	2.693919427065339	22
-13/6	2.68158534478971	22
-13/6	5.666666666664241	21
-13/6	5.296787539142315	21
-13/6	5.097270572752677	21
-13/6	4.804021358728278	21
-13/6	4.730685979262489	21
-13/6	4.568194685016351	21
-13/6	4.3542707987962785	21
-13/6	4.285957660120403	21
-13/6	4.215370688632902	21
-13/6	4.115703981186016	21
-13/6	3.9890793065769685	21
-13/6	3.8870095436886913	21
-13/6	3.8263371344201005	21
-13/6	3.7894884155084583	21
-13/6	3.6887138534639234	21
-13/6	3.6542110726240935	21
-13/6	3.5308241032216756	21
-13/6	3.527013198190616	21
-13/6	3.485864787888204	21
-13/6	3.409707611273916	21
-13/6	3.223785111813413	21
-13/6	3.2172842693671555	21
-13/6	3.145751234918862	21
-13/6	3.1282827036829985	21
-13/6	3.0161497419176158	21
-13/6	2.976842376307104	21
-13/6	2.949341757594084	21
-13/6	2.9361664743119036	21
-13/6	2.9165677948349185	21
-13/6	2.827528404961413	21
-13/6	2.8093351250445266	21
-13/6	2.786954103039534	21
-13/6	2.7346245870030543	21
-13/6	2.7067412378728477	21
-13/6	2.690795243515822	21
-13/6	2.6711583021296974	21
-13/6	5.436204687472127	20
-13/6	5.030088863648416	20
-13/6	4.947402838291964	20
-13/6	4.843937473184269	20
-13/6	4.690431430581157	20
-13/6	4.590117994837783	20
-13/6	4.4471452286325075	20
-13/6	4.252651969833096	20
-13/6	4.18467752577817	20
-13/6	4.085771984202438	20
-13/6	3.9809206913432718	20
-13/6	3.945447849055199	20
-13/6	3.9148741800127027	20
-13/6	3.7829080925512244	20
-13/6	3.718288428934102	20
-13/6	3.646322959448298	20
-13/6	3.540179957919463	20
-13/6	3.5036768706977455	20
-13/6	3.4606531592617102	20
-13/6	3.4209813736451906	20
-13/6	3.330640338570447	20
-13/6	3.2840608728402003	20
-13/6	3.1890835432168387	20
-13/6	3.1696406047285564	20
-13/6	3.126830574346968	20
-13/6	3.049390384236176	20
-13/6	3.017218198012415	20
-13/6	2.9173460652345966	20
-13/6	2.8875329490110744	20
-13/6	2.8672380217449245	20
-13/6	2.813690495186165	20
-13/6	2.767439885479689	20
-13/6	2.7361772977546934	20
-13/6	2.7007305503193493	20
-13/6	2.6903092889006075	20
-13/6	5.666666666676974	19
-13/6	5.362172232688863	19
-13/6	5.096138740952483	19
-13/6	5.036473607738117	19
-13/6	4.874267361779857	19
-13/6	4.72449729303662	19
-13/6	4.527220195151131	19
-13/6	4.474398354813275	19
-13/6	4.351143407010568	19
-13/6	4.232584669897733	19
-13/6	4.138343598397114	19
-13/6	4.0262396205398545	19
-13/6	3.95984939300979	19
-13/6	3.870164871862471	19
-13/6	3.8141081709836726	19
-13/6	3.7734633221361946	19
-13/6	3.696603244036851	19
-13/6	3.6099465347424484	19
-13/6	3.5648652480631426	19
-13/6	3.4678562846247587	19
-13/6	3.4435520669521793	19
-13/6	3.3345576992105634	19
-13/6	3.3045750730298096	19
-13/6	3.24661171237949	19
-13/6	3.185675999423438	19
-13/6	3.163847955653182	19
-13/6	3.0808990053892558	19
-13/6	3.026305132077141	19
-13/6	3.021153914049137	19
-13/6	2.961494567553018	19
-13/6	2.9456324050743206	19
-13/6	2.8785782602772088	19
-13/6	2.861300877217218	19
-13/6	2.820005232998483	19
-13/6	2.7951985474137473	19
-13/6	2.7768228601789815	19
-13/6	2.7391465405453346	19
-13/6	2.6990866170026493	19
-13/6	2.6886922746107302	19
-13/6	5.718433592806832	18
-13/6	5.240425387242794	18
-13/6	4.895073520718142	18
-13/6	4.8356017649357455	18
-13/6	4.714889964032409	18
-13/6	4.547022004160681	18
-13/6	4.5112811416429395	18
-13/6	4.365433612412744	18
-13/6	4.291748220812224	18
-13/6	4.158304622933429	18
-13/6	4.099473225068323	18
-13/6	4.033153415489323	18
-13/6	3.969154263092605	18
-13/6	3.8779616051206176	18
-13/6	3.8188595090041417	18
-13/6	3.790878337878894	18
-13/6	3.683314091371358	18
-13/6	3.6438480713259196	18
-13/6	3.5641952843097897	18
-13/6	3.534339231659942	18
-13/6	3.443491566395096	18
-13/6	3.417305831560043	18
-13/6	3.3684192024920776	18
-13/6	3.3433702919828647	18
-13/6	3.2403714975498588	18
-13/6	3.1931696902465774	18
-13/6	3.1386901364239748	18
-13/6	3.029602999597955	18
-13/6	2.997658537764437	18
-13/6	2.9642297546370173	18
-13/6	2.9204831466386167	18
-13/6	2.8389625200134105	18
-13/6	2.8039775491961336	18
-13/6	2.797119798444328	18
-13/6	2.7698405173368883	18
-13/6	2.7242879892964993	18
-13/6	2.698268211161121	18
-13/6	2.670445053298863	18
-13/6	5.666666666673336	17
-13/6	5.602448815583557	17
-13/6	5.335297566606641	17
-13/6	5.174167596078405	17
-13/6	4.919773819751754	17
-13/6	4.7244472988531925	17
-13/6	4.537814472813807	17
-13/6	4.510445413844536	17
-13/6	4.406510109842202	17
-13/6	4.380240724181931	17
-13/6	4.299973688648606	17
-13/6	4.1830301927493565	17
-13/6	4.082139504273982	17
-13/6	4.068371913145711	17
-13/6	3.9266993021583403	17
-13/6	3.8816672295424723	17
-13/6	3.7731198432838937	17
-13/6	3.7099984487613256	17
-13/6	3.668500406492967	17
-13/6	3.59474511447479	17
-13/6	3.5485688891440077	17
-13/6	3.5117298225068225	17
-13/6	3.469685363997087	17
-13/6	3.419859943383017	17
-13/6	3.381181956412547	17
-13/6	3.28898093463431	17
-13/6	3.2439681301502787	17
-13/6	3.185369066639396	17
-13/6	3.136296743692583	17
-13/6	3.0705027980029627	17
-13/6	3.048301442859156	17
-13/6	3.001016212149807	17
-13/6	2.9429511111093234	17
-13/6	2.9203493193999748	17
-13/6	2.906077052965884	17
-13/6	2.844818331046554	17
-13/6	2.7849607162006578	17
-13/6	2.7603210404877245	17
-13/6	2.738185571430222	17
-13/6	2.710136819391664	17
-13/6	2.699326691157694	17
-13/6	2.6750800550489657	17
-13/6	5.789488895922659	16
-13/6	5.47986019925338	16
-13/6	5.241795087490573	16
-13/6	4.997665197673086	16
-13/6	4.876457670356103	16
-13/6	4.698075762491499	16
-13/6	4.66226683963032	16
-13/6	4.544572331933523	16
-13/6	4.3547103743985645	16
-13/6	4.289273136208976	16
-13/6	4.281434349290066	16
-13/6	4.163116247355902	16
-13/6	4.100168548920919	16
-13/6	4.0633153475664585	16
-13/6	3.932256721906924	16
-13/6	3.9133571864849728	16
-13/6	3.8008515699511918	16
-13/6	3.7193234601108998	16
-13/6	3.6916349798566443	16
-13/6	3.565692741676685	16
-13/6	3.509393946647833	16
-13/6	3.483472661585438	16
-13/6	3.4082632884465056	16
-13/6	3.3773991000052774	16
-13/6	3.287880407186094	16
-13/6	3.258284159442155	16
-13/6	3.2098412464065404	16
-13/6	3.173891686983552	16
-13/6	3.085194857224451	16
-13/6	3.0371448893565685	16
-13/6	3.003000922721185	16
-13/6	2.936389767689434	16
-13/6	2.8864895263004655	16
-13/6	2.8686170034889074	16
-13/6	2.818610515306318	16
-13/6	2.7746156514940594	16
-13/6	2.738212593073513	16
-13/6	2.7192830020003385	16
-13/6	2.6895854071626673	16
-13/6	2.67419271604831	16
-13/6	5.739183565260646	15
-13/6	5.666666666668789	15
-13/6	5.458788753674526	15
-13/6	5.411747071747413	15
-13/6	5.020792721120415	15
-13/6	4.877702355779547	15
-13/6	4.807346019022589	15
-13/6	4.652148909175594	15
-13/6	4.608099189429595	15
-13/6	4.432119705726109	15
-13/6	4.376366043427879	15
-13/6	4.237425269905543	15
-13/6	4.132160500978898	15
-13/6	4.106663887199829	15
-13/6	4.069436449834939	15
-13/6	3.929753055686888	15
-13/6	3.8578178884172303	15
-13/6	3.843627780161114	15
-13/6	3.7976018178624145	15
-13/6	3.674381884889044	15
-13/6	3.6453728826563747	15
-13/6	3.615382225243593	15
-13/6	3.489639457076919	15
-13/6	3.484790957185396	15
-13/6	3.3900364516603076	15
-13/6	3.355872421281674	15
-13/6	3.2918652777343596	15
-13/6	3.242855629036967	15
-13/6	3.2301306030867636	15
-13/6	3.2131946266135856	15
-13/6	3.142440746221837	15
-13/6	3.0563826557299762	15
-13/6	2.96360569699209	15
-13/6	2.9471759603502505	15
-13/6	2.939275369808456	15
-13/6	2.8725859459455023	15
